UserAgent,Page Views
Dalvik/1.6.0 (Linux; U; Android 4.4.2; TECNO J7 Build/KOT49H),59
Dalvik/1.6.0 (Linux; U; Android 4.4.2; ZTE T230 Build/KOT49H),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; 2014112 MIUI/V7.5.1.0.KHJCNDE),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; 2014813 MIUI/V8.0.1.0.KHJCNDG),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; D2406 Build/18.3.1.C.1.17),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; D5503 Build/14.4.A.0.118),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; G620S-L03 Build/HuaweiG620S-L03),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HM NOTE 1S MIUI/V6.5.4.0.KHKCNCD),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HTC_D820u Build/KTU84P),59
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 4LTE MIUI/V7.1.99.99.KXDMICK),59
Dalvik/2.1.0 (Linux; U; Android 5.0.1; Lenovo TAB 2 A7-30DC Build/LRX21M),59
Dalvik/2.1.0 (Linux; U; Android 5.0.1; SM-N916S Build/LRX22C),59
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC M8t Build/LRX22G),59
Dalvik/2.1.0 (Linux; U; Android 5.0.2; MI 2S MIUI/6.8.18),59
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Redmi Note 2 MIUI/6.7.29),59
Dalvik/2.1.0 (Linux; U; Android 5.0.2; S480 Build/LRX22G),59
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A9000 Build/LMY47X),59
Dalvik/2.1.0 (Linux; U; Android 5.0.2; XT1063 Build/LXB22G),59
Dalvik/2.1.0 (Linux; U; Android 5.0; S1 Build/LRX21M),59
Dalvik/2.1.0 (Linux; U; Android 5.1.1 Build/LMY48B),59
Dalvik/2.1.0 (Linux; U; Android 5.1.1; FT151A Build/LMY47V),59
Dalvik/2.1.0 (Linux; U; Android 5.1.1; IT-T107 Build/LMY48B),59
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Micromax Q415 Build/LMY47V),59
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G928K Build/LMY47X),59
Dalvik/2.1.0 (Linux; U; Android 5.1; AX1030 Build/LMY47D),59
Dalvik/2.1.0 (Linux; U; Android 5.1; HUAWEI TAG-L03 Build/HUAWEITAG-L03),59
Dalvik/2.1.0 (Linux; U; Android 5.1; PixelV1 Build/LMY47O),59
Dalvik/2.1.0 (Linux; U; Android 5.1; VSUN ILLUSION Build/LMY47I),59
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1096 Build/LPE23.32-25-5),59
Dalvik/2.1.0 (Linux; U; Android 6.0.1 Build/MXC89L),59
Dalvik/2.1.0 (Linux; U; Android 6.0.1; DL721-RB Build/MMB29M),59
Dalvik/2.1.0 (Linux; U; Android 6.0.1; F8132 Build/35.0.A.1.275),59
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/V7.3.3.0.0.MXGCNDD),59
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 4 Build/MMB29T),59
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 6 Build/MTC19Z),59
Dalvik/2.1.0 (Linux; U; Android 6.0.1; R7plusf Build/MOB30Z),59
Dalvik/2.1.0 (Linux; U; Android 6.0; P8000 Build/MRA58K),59
"Mozilla/5.0 (Linux; U; Android 5.1; en-ca; 5017O Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36",59
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",59
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",59
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",59
BBCBeacon/0.74 (HS-9DTB4; Android 4.0.4) news/1.3,58
BBCBeacon/0.74 (SO-03D; Android 4.0.4) news/1.3,58
BBCBeacon/0.74 (Z3; Android 4.4.2) news/1.3,58
BBCBeacon/0.74b (1Phone5; Android 4.2.2) news/2.2,58
BBCBeacon/0.74b (306SH; Android 4.4.2) news/2.5.3 WW,58
BBCBeacon/0.74b (A210; Android 4.1.1) news/2.5.5 WW,58
BBCBeacon/0.74b (ASUS_T00F; Android 4.3) news/2.5.5 WW,58
BBCBeacon/0.74b (BN Nook HD; Android 4.4.4) news/2.5.5 WW,58
BBCBeacon/0.74b (D2303; Android 4.4.2) news/2.5.3 WW,58
BBCBeacon/0.74b (Dragon Touch-Y88X; Android 4.4.2) news/2.5.5 UK,58
BBCBeacon/0.74b (EVA-DL00; Android 6.0) news/2.2,58
BBCBeacon/0.74b (GFIVE President(G10); Android 4.2.1) news/2.5.2 WW,58
BBCBeacon/0.74b (GT-I8190; Android 4.1.2) news/2.4.3 UK,58
BBCBeacon/0.74b (GT-I9003; Android 2.3.5) news/2.2,58
BBCBeacon/0.74b (GT-I9158; Android 4.2.2) news/2.5.2 WW,58
BBCBeacon/0.74b (GT-I9205; Android 4.2.2) news/2.5.3 WW,58
BBCBeacon/0.74b (GT-I9300; Android 4.1.1) news/2.4.5 UK,58
BBCBeacon/0.74b (GT-I9300; Android 4.1.1) news/2.5.3 UK,58
BBCBeacon/0.74b (GT-I9305T; Android 4.1.2) news/2.5.2 WW,58
BBCBeacon/0.74b (GT-N5100; Android 4.4.2) news/2.5 WW,58
BBCBeacon/0.74b (GT-N8020; Android 4.1.2) news/2.5.5 WW,58
BBCBeacon/0.74b (GT-P3110; Android 4.0.4) news/2.4.5 UK,58
BBCBeacon/0.74b (GT-P3113; Android 4.1.1) news/2.2,58
BBCBeacon/0.74b (GT-S5660; Android 2.3.4) news/2.5.3 WW,58
BBCBeacon/0.74b (Galaxy Nexus; Android 4.2.2) news/2.4.3 WW,58
BBCBeacon/0.74b (HTC Desire 601 dual sim; Android 4.2.2) news/2.5.5 WW,58
BBCBeacon/0.74b (HTC Desire 626; Android 5.1) news/2.5.5 UK,58
BBCBeacon/0.74b (HTC PG09410; Android 3.1) news/2.5.3 WW,58
BBCBeacon/0.74b (HTC Ruby; Android 4.0.3) news/2.5.5 WW,58
BBCBeacon/0.74b (HTC_D626x; Android 4.4.4) news/2.5.3 WW,58
BBCBeacon/0.74b (HUAWEI G6-C00; Android 4.3) news/2.5.3 WW,58
BBCBeacon/0.74b (HUAWEI U9508; Android 4.2.2) news/2.5.3 WW,58
BBCBeacon/0.74b (HUAWEI VNS-AL00; Android 6.0) news/2.5.1 WW,58
BBCBeacon/0.74b (HUAWEI Y530-U00; Android 4.3) news/2.5.2 WW,58
BBCBeacon/0.74b (HUAWEI Y530-U051; Android 4.3) news/2.5.5 WW,58
BBCBeacon/0.74b (Hudl 2; Android 4.4.2) news/2.5.5 WW,58
BBCBeacon/0.74b (LG-D803; Android 4.2.2) news/2.5.5 WW,58
BBCBeacon/0.74b (LG-E450f; Android 4.1.2) news/2.5.5 WW,58
BBCBeacon/0.74b (LG-H440n; Android 5.0.1) news/2.5.5 WW,58
BBCBeacon/0.74b (LG-P765; Android 4.1.2) news/2.5.5 WW,58
BBCBeacon/0.74b (LT15a; Android 2.3.4) news/2.2,58
BBCBeacon/0.74b (Lenovo S5000-H; Android 4.2.2) news/2.5.5 WW,58
BBCBeacon/0.74b (Mi 4i; Android 5.0.2) news/2.5.3 WW,58
BBCBeacon/0.74b (Moto G (4); Android 6.0.1) news/2.5.5 UK,58
BBCBeacon/0.74b (MotoG3; Android 6.0.1) news/2.5.3 WW,58
BBCBeacon/0.74b (RAINBOW; Android 4.2.2) news/2.5.3 WW,58
BBCBeacon/0.74b (Redmi Note 2; Android 5.0.2) news/2.5.3 WW,58
BBCBeacon/0.74b (SAMSUNG-SGH-I537; Android 4.2.2) news/2.5.1 WW,58
BBCBeacon/0.74b (SAMSUNG-SM-N920A; Android 5.1.1) news/2.5.5 UK,58
BBCBeacon/0.74b (SC-06D; Android 4.1.2) news/2.5.5 WW,58
BBCBeacon/0.74b (SCH-I535; Android 4.3) news/2.5.5 WW,58
BBCBeacon/0.74b (SCH-R960; Android 4.4.2) news/2.5.5 WW,58
BBCBeacon/0.74b (SGH-T889V; Android 4.4.2) news/2.5.3 WW,58
BBCBeacon/0.74b (SHW-M250S; Android 2.3.6) news/2.5.4 UK,58
BBCBeacon/0.74b (SM-A7100; Android 5.1.1) news/2.5.5 WW,58
BBCBeacon/0.74b (SM-G318H; Android 4.4.4) news/2.2,58
BBCBeacon/0.74b (SM-G360T; Android 5.1.1) news/2.5.5 WW,58
BBCBeacon/0.74b (SM-G7108V; Android 4.3) news/2.5.3 WW,58
BBCBeacon/0.74b (SM-G800H; Android 4.4.2) news/2.5.2 WW,58
BBCBeacon/0.74b (SM-G9006V; Android 5.0) news/2.5.2 WW,58
BBCBeacon/0.74b (SM-G900P; Android 4.4.2) news/2.5.2 WW,58
BBCBeacon/0.74b (SM-G900T; Android 5.0) news/2.5.5 WW,58
BBCBeacon/0.74b (SM-G925W8; Android 6.0.1) news/2.5.3 WW,58
BBCBeacon/0.74b (SM-G935T; Android 6.0.1) news/2.5.5 WW,58
BBCBeacon/0.74b (SM-N7505; Android 4.4.2) news/2.5.5 WW,58
BBCBeacon/0.74b (SM-N9005; Android 5.0) news/2.5.1 WW,58
BBCBeacon/0.74b (SM-N900S; Android 4.3) news/2.5.2 WW,58
BBCBeacon/0.74b (SM-N910H; Android 6.0.1) news/2.5.3 WW,58
BBCBeacon/0.74b (SmartTab10; Android 3.2.1) news/2.5.2 WW,58
BBCBeacon/0.74b (Symphony W72; Android 4.2.2) news/2.5.5 WW,58
BBCBeacon/0.74b (TECNO-Y3; Android 4.4.2) news/2.5.2 WW,58
BBCBeacon/0.74b (V10; Android 4.4.2) news/2.2,58
BBCBeacon/0.74b (VS TOUCHTAB 10.1DC; Android 4.1.1) news/2.4.4 UK,58
BBCBeacon/0.74b (VS980 4G; Android 5.0.2) news/2.5.2 WW,58
BBCBeacon/0.74b (XT1039; Android 4.4.4) news/2.5.3 WW,58
BBCBeacon/0.74b (XT1072; Android 5.0.2) news/2.5.5 UK,58
BBCBeacon/0.74b (XT1094; Android 5.1) news/2.5.3 WW,58
BBCBeacon/0.74b (covia_CP-D02; Android 4.0) news/2.5.3 WW,58
BBCBeacon/0.74b (lPHONE 6; Android 4.2.2) news/2.4.5 UK,58
BBCBeacon/1.00 (iPhone; iPhone OS 5.0) BBCNews/1.7.3,58
BBCBeacon/3.5 (iPad; iPhone OS 7.0.3) BBCNews/2.1,58
BBCBeacon/3.5 (iPad; iPhone OS 8.1) BBCNews/2.0.2,58
BBCBeacon/3.5 (iPhone; iPhone OS 6.1.4) BBCNews/2.0,58
BBCBeacon/3.5 (iPhone; iPhone OS 8.0.2) BBCNews/2.1,58
BBCBeacon/3.5 (iPhone; iPhone OS 9.1) BBCNews/2.0.3,58
BBCNews/3.0.2.69 CFNetwork/711.1.12 Darwin/14.0.0,58
BBCNews/3.2.0.13 CFNetwork/672.1.14 Darwin/14.0.0,58
Dalvik/1.6.0 (Linux; U; Android 4.0.4; LIFETAB_S9512 Build/IMM76D),58
Dalvik/1.6.0 (Linux; U; Android 4.1.1; ALCATEL ONE TOUCH 4030D Build/JRO03C),58
Dalvik/1.6.0 (Linux; U; Android 4.1.1; LETAB907 Build/JRO03H),58
Dalvik/1.6.0 (Linux; U; Android 4.1.1; bq Aquaris Build/JRO03C),58
Dalvik/1.6.0 (Linux; U; Android 4.1.2; ADR910L Build/JZO54K),58
Dalvik/1.6.0 (Linux; U; Android 4.1.2; IdeaTabA5000-E Build/JZO54K),58
Dalvik/1.6.0 (Linux; U; Android 4.1; M-MP721M Build/JZO54K),58
Dalvik/1.6.0 (Linux; U; Android 4.2.1; Micromax A116 Build/JOP40D),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Archos 70b Cobalt Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; FJL22 Build/V11R52I),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9502 Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; IM-A880S Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; LG-F340L Build/JDQ39B),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Lenovo A316i Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; M-MP1040S2 Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Masstel M501 Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; TM-TM-7867 (revision 1) Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Xintroni10.1 Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.2.2; bq Edison 2 Quad Core 3G Build/1.2.0_20140108-17:56),58
Dalvik/1.6.0 (Linux; U; Android 4.2.3; Phablet 4.5Q Build/JDQ39),58
Dalvik/1.6.0 (Linux; U; Android 4.3.1; GT-N7000 Build/JLS36I),58
Dalvik/1.6.0 (Linux; U; Android 4.3; S8-701u Build/HuaweiMediaPad),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; 3G Q7271-IPS20 Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; 4028S Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; 4036E Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Alfa 6 Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Gphone Quantum E01 Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HM NOTE 1TD MIUI/6.9.1),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D605 Build/KOT49I.D60520c),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D855 Build/KVT49L.A1408602401),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; PadFone Infinity Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; S510 Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SGP512 Build/17.1.2.A.0.314),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; TouchPad Build/KVT49L),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; U611 Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; V3 Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; X350 Build/KOT49H),58
Dalvik/1.6.0 (Linux; U; Android 4.4.2; XT811 Build/XT811),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; 2014112 MIUI/V7.2.2.0.KHJCNDA),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; Coolpad 5360 Build/KTU84P),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; F-03G Build/V12R28B),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HM 2A MIUI/V6.6.5.0.KHLCNCF),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 4LTE MIUI/V6.6.3.0.KXGCNCF),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 4W MIUI/V6.5.3.0.KXDMICD),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI NOTE LTE MIUI/V6.6.3.0.KXJCNCF),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SAMSUNG-SGH-I437 Build/KTU84Q),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-N915K Build/KTU84P),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; Sero 7 Pro Build/KTU84Q),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1056 Build/KXA21.12-L1.26),58
Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1097 Build/KXE21.187-52),58
Dalvik/2.1.0 (Linux; U; Android 5.0.1; 10DTB10 Build/LRX22C),58
Dalvik/2.1.0 (Linux; U; Android 5.0.2; E6533 Build/28.0.A.7.24),58
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC M9pw Build/LRX22G),58
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-P555M Build/LRX22G),58
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-T805S Build/LRX22G),58
Dalvik/2.1.0 (Linux; U; Android 5.0.2; x600 Build/ABXCNOP5501102061S),58
Dalvik/2.1.0 (Linux; U; Android 5.0; LG-D855 Build/LRX21R.A1419255664),58
Dalvik/2.1.0 (Linux; U; Android 5.1.1; MI 4S MIUI/6.8.4),58
Dalvik/2.1.0 (Linux; U; Android 5.1; Android Build/LMY47D),58
Dalvik/2.1.0 (Linux; U; Android 5.1; Avvio_L630 Build/LMY47D),58
Dalvik/2.1.0 (Linux; U; Android 5.1; E10 Build/LMY47D),58
Dalvik/2.1.0 (Linux; U; Android 5.1; MTN-S620 Build/LMY47I),58
Dalvik/2.1.0 (Linux; U; Android 5.1; Proline XM-502 Build/LMY47D),58
Dalvik/2.1.0 (Linux; U; Android 5.1; V2_Viper_I4G Build/LMY47D),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; D5803 Build/MOB30G.Z1),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; E6810 Build/1.023VZ.79.d),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; F8131 Build/35.0.A.2.158),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; GM 5 Plus d Build/M3D62B),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Galaxy Tab 2 Build/MHC19Q),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; LG-F400 Build/MOB30J),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/www.rom168.com),58
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Q1 Master Build/MHC19J),58
Dalvik/2.1.0 (Linux; U; Android 6.0; HTC6525LVW Build/MRA58K.H10),58
Dalvik/2.1.0 (Linux; U; Android 6.0; LGLS990 Build/MRA58K),58
Dalvik/2.1.0 (Linux; U; Android 6.0; Lumigon_T3 Build/3.2P.199),58
Dalvik/2.1.0 (Linux; U; Android 6.0; inote2 Build/MRA58K),58
Dalvik/2.1.0 (Linux; U; Android 7.0; Nexus 6 Build/NBD90W),58
"Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; ALCATEL ONE TOUCH 6010X Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.1 Mobile Safari/534.30",58
"Mozilla/5.0 (Linux; U; Android 4.4.2; en-gb; I220 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36",58
BBCBeacon/0.74 (E12; Android 4.4.2) news/1.3,57
BBCBeacon/0.74 (GT-S5830i; Android 2.3.6) news/1.3.3,57
BBCBeacon/0.74 (SGH-T989D; Android 2.3.5) news/1.3,57
BBCBeacon/0.74 (SM-G920V; Android 6.0.1) news/1.3,57
BBCBeacon/0.74 (SM-J500H; Android 5.1.1) news/1.3,57
BBCBeacon/0.74 (SM-N9005; Android 5.0) news/1.3,57
BBCBeacon/0.74 (ZTE Blade L2; Android 4.2.2) news/1.3.3,57
BBCBeacon/0.74b (A210; Android 4.1.1) news/2.4.5 UK,57
BBCBeacon/0.74b (AT300; Android 4.0.3) news/2.5.3 UK,57
BBCBeacon/0.74b (ATH-AL00; Android 5.1.1) news/2.4.5 UK,57
BBCBeacon/0.74b (Blade S6; Android 5.0.2) news/2.5.5 UK,57
BBCBeacon/0.74b (C2105; Android 4.1.2) news/2.4.4 UK,57
BBCBeacon/0.74b (D2302; Android 4.4.4) news/2.5.5 UK,57
BBCBeacon/0.74b (E6553; Android 5.0.2) news/2.5.5 UK,57
BBCBeacon/0.74b (GT-I9195; Android 4.2.2) news/2.4.4 UK,57
BBCBeacon/0.74b (GT-P5110; Android 4.1.2) news/2.4.5 UK,57
BBCBeacon/0.74b (GT-P5113; Android 4.1.1) news/2.5.5 UK,57
BBCBeacon/0.74b (GT-S5690; Android 2.3.6) news/2.5.3 WW,57
BBCBeacon/0.74b (GT-S5830; Android 2.3.6) news/2.4.4 UK,57
BBCBeacon/0.74b (HTC M8t; Android 5.0.1) news/2.5.3 WW,57
BBCBeacon/0.74b (HTC Rhyme S510b; Android 4.0.3) news/2.4.5 UK,57
BBCBeacon/0.74b (Infinix HOT 4; Android 6.0) news/2.2,57
BBCBeacon/0.74b (K013; Android 4.4.2) news/2.5.3 UK,57
BBCBeacon/0.74b (KIS; Android 2.3.6) news/2.4.5 UK,57
BBCBeacon/0.74b (LG-P880; Android 4.0.3) news/2.5.5 UK,57
BBCBeacon/0.74b (LT30p; Android 4.3) news/2.4.4 UK,57
BBCBeacon/0.74b (Nexus 4; Android 4.4.2) news/2.4.4 UK,57
BBCBeacon/0.74b (ONE TOUCH 4015X; Android 4.2.2) news/2.4.5 UK,57
BBCBeacon/0.74b (SM-A500H; Android 4.4.4) news/2.5.3 WW,57
BBCBeacon/0.74b (SM-G357FZ; Android 4.4.4) news/2.5.4 UK,57
BBCBeacon/0.74b (SM-G730V; Android 4.4.2) news/2.5.5 UK,57
BBCBeacon/0.74b (SM-G925T; Android 6.0.1) news/2.5.3 WW,57
BBCBeacon/0.74b (Vodafone Smart Tab III 7; Android 4.2.2) news/2.4.5 UK,57
BBCBeacon/0.74b (ZTE Kis 3; Android 4.4.2) news/2.4.5 UK,57
BBCBeacon/0.74b (vivo V3Max A; Android 5.1.1) news/2.4.2 WW,57
BBCBeacon/1.00 (iPad; iPhone OS 8.1.2) BBCNews/1.7.2,57
BBCBeacon/1.00 (iPhone; iPhone OS 7.1) BBCNews/1.7.2,57
BBCBeacon/3.5 (iPad; iPhone OS 5.1.1) BBCNews/2.1.4 BMID/E6802BCBD0,57
BBCBeacon/3.5 (iPod touch; iPhone OS 9.3.4) BBCNews/2.0.1,57
BBCNews/3.0.6.25 CFNetwork/711.2.23 Darwin/14.0.0,57
Dalvik/1.6.0 (Linux; U; Android 4.0.4; HUAWEI T8950 Build/HuaweiT8950),57
Dalvik/1.6.0 (Linux; U; Android 4.0.4; Lenovo P700i Build/IMM76D),57
Dalvik/1.6.0 (Linux; U; Android 4.0.4; MZ601 Build/I.7.1-42),57
Dalvik/1.6.0 (Linux; U; Android 4.1.1; SH930W Build/JRO03L),57
Dalvik/1.6.0 (Linux; U; Android 4.1.2; G526-L11 Build/HuaweiG526-L11),57
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-S7562C Build/JZO54K),57
Dalvik/1.6.0 (Linux; U; Android 4.1.2; i-mobile IQ5.1A Pro Build/JZO54K),57
Dalvik/1.6.0 (Linux; U; Android 4.2.2; InFocus M320e Build/JDQ39),57
Dalvik/1.6.0 (Linux; U; Android 4.2.2; TECNO M3M Build/JDQ39),57
Dalvik/1.6.0 (Linux; U; Android 4.3; HM 1SW MIUI/JHCMIBH41.1),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; 2013023 MIUI/6.1.14),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; AG Go-Tab Access Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Aqua_Power Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Azumi A35S Lite Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HM NOTE 1LTEW MIUI/15.0.0),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HTC One_M8 Build/KOT49H.H16),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; L200S Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D722 Build/KOT49I.A1409060933),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D855 Build/KVT49L.A1413270500),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-F350L Build/KOT49I.F350L0207B),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; M-MP1S4A3G Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; PSP5550DUO Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Philips I908 Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Primo_GM Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SKY Pro Build/XTOUCH),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; U55GT_C8 Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; VK810 4G Build/KOT49I.VK81022B),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; XOLO One Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Zielo Q23 Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-S7560M Build/KTU84Q),57
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HL1 Build/KTU84P),57
Dalvik/1.6.0 (Linux; U; Android 4.4.4; Lenovo P70-t Build/KOT49H),57
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 2A MIUI/6.3.31),57
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-N900P Build/KTU84P),57
Dalvik/1.6.0 (Linux; U; Android 4.4.4; ZTE Blade V220 Build/KTU84P),57
Dalvik/2.1.0 (Linux; U; Android 5.0.2; C6802 Build/14.5.A.0.270),57
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HP Pro Slate 12 Build/LRX22G),57
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Lenovo K31-t3 Build/LRX22G),57
Dalvik/2.1.0 (Linux; U; Android 5.0; BLU STUDIO X Build/LRX21M),57
Dalvik/2.1.0 (Linux; U; Android 5.0; M7 Build/LRX21M),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; 5065X Build/LMY47V),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; CW-Vi10 plus Build/LMY47V),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; M631 Build/LMY47V),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Redmi 3 MIUI/V7.2.1.0.LHPMIDB),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Redmi Note 3 MIUI/V8.0.1.0.0.LHOMIDG),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G901F Build/LMY48G),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N915S Build/LMY47X),57
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Signature Touch Build/5.1.1_3.004.2.244),57
Dalvik/2.1.0 (Linux; U; Android 5.1; 5070D Build/LMY47D),57
Dalvik/2.1.0 (Linux; U; Android 5.1; INFINIX-X600 Build/LMY47D),57
Dalvik/2.1.0 (Linux; U; Android 5.1; PGN-507 Build/LMY47I),57
Dalvik/2.1.0 (Linux; U; Android 5.1; PGN515 Build/LMY47D),57
Dalvik/2.1.0 (Linux; U; Android 5.1; SQ9 Build/LMY47I),57
Dalvik/2.1.0 (Linux; U; Android 5.1; X1 Selfie Build/LMY47I),57
Dalvik/2.1.0 (Linux; U; Android 5.1; ZTE Blade D6 Lite 3G Build/LMY47I),57
Dalvik/2.1.0 (Linux; U; Android 5.1; ZURI C41 Build/LMY47D),57
Dalvik/2.1.0 (Linux; U; Android 5.1; iris 505 Build/LMY47I),57
